x	y	RR	N_pairs	N_x	N_y	N_total	date	trajectory_type	nRR_fixed	RR_lower	RR_upper	nRR_fixed_lower	nRR_fixed_upper
School Aged	Seniors	1.057872273540649	56	184	4495	15624	2020-07-29	Other	0.955134631061086	0.3034225449867115	1.2005260574929606	0.27443916909918636	1.0937621565233844
Seniors	Adult	0.7434200440544765	2339	4495	10936	15624	2020-07-29	Other	0.6712211362954341	0.7161956938037641	0.78242214295841	0.6415912797034586	0.714529837947666
Seniors	Pre-School	2.471882338400692e-5	0	4495	9	15624	2020-07-29	Other	2.2318199317320876e-5	3.9097950444538375e-5	1.1398746749092472e-4	3.565719219889216e-5	1.025391629686112e-4
Seniors	School Aged	1.057872273540649	56	4495	184	15624	2020-07-29	Other	0.955134631061086	0.3034225449867115	1.2005260574929606	0.27443916909918636	1.0937621565233844
Seniors	Seniors	1.6238733186422685	2100	4495	4495	15624	2020-07-29	Other	1.466167213079648	1.4794415376785206	1.745414646843407	1.3362211909051471	1.5829946131637187
Adult	Adult	1.0528154102538967	876	1010	1010	1226	2020-08-05	Persistent High	1	1.0305804691222438	1.0705278102143052	1	1
Adult	Pre-School	1.2148514851485148	1	1010	1	1226	2020-08-05	Persistent High	1.153907392802639	1.1842331453129198	1.2336821095801123	1.1321480612123167	1.1657117721410106
Adult	School Aged	0.7586943069306931	20	1010	32	1226	2020-08-05	Persistent High	0.7206337402942521	0.5575742740232299	0.9543401805166509	0.5274058487771419	0.9226522658969961
Adult	Seniors	0.7495482335118758	113	1010	183	1226	2020-08-05	Persistent High	0.711946487685923	0.665093344079708	0.8277647088534422	0.6223138184969002	0.801025342782467
Pre-School	Adult	1.2148514851485148	1	1	1010	1226	2020-08-05	Persistent High	1.153907392802639	1.1842331453129198	1.2336821095801123	1.1321480612123167	1.1657117721410106
Pre-School	Pre-School	1	0	1	1	1226	2020-08-05	Persistent High	0.9498341212148863	1	1	0.9352466340031271	0.9678344214116882
Pre-School	School Aged	0.03125	0	1	32	1226	2020-08-05	Persistent High	0.029682316287965197	0.04066666666666667	0.07282051282051284	0.03834385104822724	0.06926463882642983
Pre-School	Seniors	0.00546448087431694	0	1	183	1226	2020-08-05	Persistent High	0.005190350389152385	0.006966731898238748	0.010688405797101449	0.006526328615064242	0.010235200314049106
School Aged	Adult	0.7586943069306931	20	32	1010	1226	2020-08-05	Persistent High	0.7206337402942521	0.5575742740232299	0.9543401805166509	0.5274058487771419	0.9226522658969961
School Aged	Pre-School	0.03125	0	32	1	1226	2020-08-05	Persistent High	0.029682316287965197	0.04066666666666667	0.07282051282051284	0.03834385104822724	0.06926463882642983
School Aged	School Aged	2.3955078125	2	32	32	1226	2020-08-05	Persistent High	2.275335057949332	0.001828659945389624	9.217751479289937	0.0017444145524601632	8.836641419564325
School Aged	Seniors	2.09375	10	32	183	1226	2020-08-05	Persistent High	1.9887151912936682	0.805990049077897	3.099373708997769	0.7577248754465025	2.9672576548417435
Seniors	Adult	0.7495482335118758	113	183	1010	1226	2020-08-05	Persistent High	0.711946487685923	0.665093344079708	0.8277647088534422	0.6223138184969002	0.801025342782467
Seniors	Pre-School	0.00546448087431694	0	183	1	1226	2020-08-05	Persistent High	0.005190350389152385	0.006966731898238748	0.010688405797101449	0.006526328615064242	0.010235200314049106
Seniors	School Aged	2.09375	10	183	32	1226	2020-08-05	Persistent High	1.9887151912936682	0.805990049077897	3.099373708997769	0.7577248754465025	2.9672576548417435
Seniors	Seniors	2.196572008719281	60	183	183	1226	2020-08-05	Persistent High	2.086379043587096	1.7966909027031264	2.766457468191576	1.728651361144622	2.6414622621796044
Adult	Adult	1.0012481174633021	7978	7989	7989	8010	2020-08-05	Rising In-Person	1	1.0005590365460897	1.0019216736621757	1	1
Adult	School Aged	0.5013299536863187	4	7989	8	8010	2020-08-05	Rising In-Person	0.5007050150131179	8.129596371087461e-5	1.0025419551486332	8.119505065284373e-5	1.0015268019245653
Adult	Seniors	0.539886574809594	7	7989	13	8010	2020-08-05	Rising In-Person	0.5392135729327671	0.3742271741703059	1.0020024815504576	0.37373000773961795	1.001353881148964
School Aged	Adult	0.5013299536863187	4	8	7989	8010	2020-08-05	Rising In-Person	0.5007050150131179	8.129596371087461e-5	1.0025419551486332	8.119505065284373e-5	1.0015268019245653
School Aged	School Aged	500.640625	4	8	8	8010	2020-08-05	Rising In-Person	500.01654561747483	1	1785.2546875000007	0.9989875897566542	1783.119427571361
School Aged	Seniors	0.009615384615384616	0	8	13	8010	2020-08-05	Rising In-Person	0.009603398446077018	0.010961174242424243	0.125	0.010943981667578893	0.12490123597814344
Seniors	Adult	0.539886574809594	7	13	7989	8010	2020-08-05	Rising In-Person	0.5392135729327671	0.3742271741703059	1.0020024815504576	0.37373000773961795	1.001353881148964
Seniors	School Aged	0.009615384615384616	0	13	8	8010	2020-08-05	Rising In-Person	0.009603398446077018	0.010961174242424243	0.125	0.010943981667578893	0.12490123597814344
Seniors	Seniors	284.38461538461536	6	13	13	8010	2020-08-05	Rising In-Person	284.03011244117386	0.6444444444444449	418.3119999999999	0.6439509158976179	417.928471661913
Adult	Adult	1.0630206164098293	166	196	196	246	2020-08-05	Persistent Low	1	1.026413920723039	1.1062198778352625	1	1
Adult	Pre-School	1.260204081632653	1	196	1	246	2020-08-05	Persistent Low	1.185493547518182	1.1903154851684263	1.347087005533921	1.1029978560044185	1.2935152006746642
Adult	School Aged	0.45686456400742115	4	196	11	246	2020-08-05	Persistent Low	0.42977958936525923	0.17580558539205154	0.7664304548450886	0.16178227210059873	0.7279394110017465
Adult	Seniors	0.825859291084855	25	196	38	246	2020-08-05	Persistent Low	0.7768986587240931	0.4619762192821554	1.0558408880666048	0.4201459820295147	1.0290586007133493
Pre-School	Adult	1.260204081632653	1	1	196	246	2020-08-05	Persistent Low	1.185493547518182	1.1903154851684263	1.347087005533921	1.1029978560044185	1.2935152006746642
Pre-School	Pre-School	1	0	1	1	246	2020-08-05	Persistent Low	0.940715527585278	1	1	0.9113014511356858	0.977740372287644
Pre-School	School Aged	0.09090909090909091	0	1	11	246	2020-08-05	Persistent Low	0.08551959341684347	0.09090909090909091	0.40625	0.08499932358762366	0.37653438579259324
Pre-School	Seniors	0.02631578947368421	0	1	38	246	2020-08-05	Persistent Low	0.024755671778559946	0.03162802419354839	0.0625	0.02912015047300944	0.057024662519008146
School Aged	Adult	0.45686456400742115	4	11	196	246	2020-08-05	Persistent Low	0.42977958936525923	0.17580558539205154	0.7664304548450886	0.16178227210059873	0.7279394110017465
School Aged	Pre-School	0.09090909090909091	0	11	1	246	2020-08-05	Persistent Low	0.08551959341684347	0.09090909090909091	0.40625	0.08499932358762366	0.37653438579259324
School Aged	School Aged	12.206611570247935	6	11	11	246	2020-08-05	Persistent Low	11.482949043334346	0.19444444444444453	24.619918367346934	0.1797169481042729	23.003702242013333
School Aged	Seniors	0.5909090909090909	1	11	38	246	2020-08-05	Persistent Low	0.5558773572094825	0.004243493132382021	2.4227053140096584	0.00396472531299624	2.247499934874807
Seniors	Adult	0.825859291084855	25	38	196	246	2020-08-05	Persistent Low	0.7768986587240931	0.4619762192821554	1.0558408880666048	0.4201459820295147	1.0290586007133493
Seniors	Pre-School	0.02631578947368421	0	38	1	246	2020-08-05	Persistent Low	0.024755671778559946	0.03162802419354839	0.0625	0.02912015047300944	0.057024662519008146
Seniors	School Aged	0.5909090909090909	1	38	11	246	2020-08-05	Persistent Low	0.5558773572094825	0.004243493132382021	2.4227053140096584	0.00396472531299624	2.247499934874807
Seniors	Seniors	2.0450138504155126	12	38	38	246	2020-08-05	Persistent Low	1.9237762832128298	0.9954497041420122	4.712049382716048	0.9546260182978474	4.284799403595048
Adult	Adult	1.1317373649507687	7100	9654	9654	14856	2020-08-05	Other	1	1.114829989913483	1.1654732855963346	1	1
Adult	Pre-School	1.0991890852052444	5	9654	7	14856	2020-08-05	Other	0.9712404301973893	0.6713284829138899	1.5938566853748108	0.5813956002148025	1.3811639609678732
Adult	School Aged	0.9617780900992523	110	9654	176	14856	2020-08-05	Other	0.8498244556422242	0.876082231275416	1.0101589289247814	0.7758869052630104	0.8940925416335774
Adult	Seniors	0.7478064605792788	2439	9654	5019	14856	2020-08-05	Other	0.6607597166431002	0.6924618575957303	0.7869885714471058	0.5939803407479639	0.704765991067593
Pre-School	Adult	1.0991890852052444	5	7	9654	14856	2020-08-05	Other	0.9712404301973893	0.6713284829138899	1.5938566853748108	0.5813956002148025	1.3811639609678732
Pre-School	Pre-School	0.02040816326530612	0	7	7	14856	2020-08-05	Other	0.018032596516943566	0.02040816326530612	0.5499999999999989	0.017716310210155434	0.48004859656609117
Pre-School	School Aged	24.117694805194805	2	7	176	14856	2020-08-05	Other	21.310328307702328	0.0025176577808156755	66.03312499999994	0.0022076400920481437	58.42752227357359
Pre-School	Seniors	2.8463268152449266e-5	0	7	5019	14856	2020-08-05	Other	2.5150064877187683e-5	4.417233699468591e-5	2.2045390338073237e-4	3.8602721212118205e-5	1.9243137455083958e-4
School Aged	Adult	0.9617780900992523	110	176	9654	14856	2020-08-05	Other	0.8498244556422242	0.876082231275416	1.0101589289247814	0.7758869052630104	0.8940925416335774
School Aged	Pre-School	24.117694805194805	2	176	7	14856	2020-08-05	Other	21.310328307702328	0.0025176577808156755	66.03312499999994	0.0022076400920481437	58.42752227357359
School Aged	School Aged	6.714391787190083	14	176	176	14856	2020-08-05	Other	5.93281797979884	1.4887021264085556	41.3142548668821	1.3277159342691454	36.57701371545113
School Aged	Seniors	0.8408966382292742	50	176	5019	14856	2020-08-05	Other	0.7430139396924954	0.3076432066193241	1.0368211824887965	0.2711692790599227	0.9239079521282476
Seniors	Adult	0.7478064605792788	2439	5019	9654	14856	2020-08-05	Other	0.6607597166431002	0.6924618575957303	0.7869885714471058	0.5939803407479639	0.704765991067593
Seniors	Pre-School	2.8463268152449266e-5	0	5019	7	14856	2020-08-05	Other	2.5150064877187683e-5	4.417233699468591e-5	2.2045390338073237e-4	3.8602721212118205e-5	1.9243137455083958e-4
Seniors	School Aged	0.8408966382292742	50	5019	176	14856	2020-08-05	Other	0.7430139396924954	0.3076432066193241	1.0368211824887965	0.2711692790599227	0.9239079521282476
Seniors	Seniors	1.492065993020108	2530	5019	5019	14856	2020-08-05	Other	1.3183853774104328	1.3956315447399286	1.5824887303632797	1.2428245182021054	1.3869575459691679
Adult	Adult	1.0769526616439078	408	497	497	652	2020-08-12	Persistent High	1	1.032040722761969	1.1203631790605437	1	1
Adult	Pre-School	1.3138832997987928	1	497	1	652	2020-08-12	Persistent High	1.2200009773811449	1.2220737152085115	1.421454840117185	1.1690066173796496	1.317615017879946
Adult	School Aged	0.8747149564050972	10	497	15	652	2020-08-12	Persistent High	0.8122130039308264	0.5607987368812112	1.1408507711955986	0.5208988350604735	1.0930504374231176
Adult	Seniors	0.7361724302650435	78	497	139	652	2020-08-12	Persistent High	0.6835699065373195	0.666071220271514	0.8512944816166355	0.597636802953607	0.8193274708556585
Pre-School	Adult	1.3138832997987928	1	1	497	652	2020-08-12	Persistent High	1.2200009773811449	1.2220737152085115	1.421454840117185	1.1690066173796496	1.317615017879946
Pre-School	Pre-School	1	0	1	1	652	2020-08-12	Persistent High	0.9285459199975941	1	1	0.9035611312078027	0.972556971712145
Pre-School	School Aged	0.06666666666666667	0	1	15	652	2020-08-12	Persistent High	0.061903061333172936	0.07692307692307693	0.16666666666666666	0.06987780212821386	0.16108433436594616
Pre-School	Seniors	0.007194244604316547	0	1	139	652	2020-08-12	Persistent High	0.006680186474802835	0.009433962264150943	0.015246842709529276	0.008701821368525231	0.014829570180225977
School Aged	Adult	0.8747149564050972	10	15	497	652	2020-08-12	Persistent High	0.8122130039308264	0.5607987368812112	1.1408507711955986	0.5208988350604735	1.0930504374231176
School Aged	Pre-School	0.06666666666666667	0	15	1	652	2020-08-12	Persistent High	0.061903061333172936	0.07692307692307693	0.16666666666666666	0.06987780212821386	0.16108433436594616
School Aged	School Aged	0.0044444444444444444	0	15	15	652	2020-08-12	Persistent High	0.004126870755544862	0.005917159763313609	0.03266666666666665	0.0053540024979721835	0.031110720222956568
School Aged	Seniors	1.5640287769784174	5	15	139	652	2020-08-12	Persistent High	1.4522725396221363	0.4912430323299892	2.6437198067632846	0.4637966329885552	2.4463064836869703
Seniors	Adult	0.7361724302650435	78	139	497	652	2020-08-12	Persistent High	0.6835699065373195	0.666071220271514	0.8512944816166355	0.597636802953607	0.8193274708556585
Seniors	Pre-School	0.007194244604316547	0	139	1	652	2020-08-12	Persistent High	0.006680186474802835	0.009433962264150943	0.015246842709529276	0.008701821368525231	0.014829570180225977
Seniors	School Aged	1.5640287769784174	5	139	15	652	2020-08-12	Persistent High	1.4522725396221363	0.4912430323299892	2.6437198067632846	0.4637966329885552	2.4463064836869703
Seniors	Seniors	1.8898090160964753	56	139	139	652	2020-08-12	Persistent High	1.7547744514710497	1.501778582833528	2.162467416337369	1.394413301679141	2.0516499949009814
Adult	Adult	1.0026213872421101	3762	3777	3777	3802	2020-08-12	Rising In-Person	1	1.001164275343997	1.003807028759964	1	1
Adult	School Aged	0.5033284163546277	7	3777	14	3802	2020-08-12	Rising In-Person	0.5020124473298168	0.23147013535135474	0.672147863384114	0.23079843144913875	0.6704532431051063
Adult	Seniors	0.7321106217055383	8	3777	11	3802	2020-08-12	Rising In-Person	0.7301964939321112	0.3772558386411893	1.007002550156787	0.37619682318783765	1.0049650746464223
School Aged	Adult	0.5033284163546277	7	14	3777	3802	2020-08-12	Rising In-Person	0.5020124473298168	0.23147013535135474	0.672147863384114	0.23079843144913875	0.6704532431051063
School Aged	School Aged	116.39285714285714	6	14	14	3802	2020-08-12	Rising In-Person	116.08854411436062	58.97577160493829	345.5234999999999	58.785273656600474	344.8417676848543
School Aged	Seniors	24.694805194805195	1	14	11	3802	2020-08-12	Rising In-Person	24.630239798427482	0.013095238095238096	40.29374999999999	0.01305454206643015	40.19422780094864
Seniors	Adult	0.7321106217055383	8	11	3777	3802	2020-08-12	Rising In-Person	0.7301964939321112	0.3772558386411893	1.007002550156787	0.37619682318783765	1.0049650746464223
Seniors	School Aged	24.694805194805195	1	11	14	3802	2020-08-12	Rising In-Person	24.630239798427482	0.013095238095238096	40.29374999999999	0.01305454206643015	40.19422780094864
Seniors	Seniors	62.85123966942149	2	11	11	3802	2020-08-12	Rising In-Person	62.686912995447955	0.018494897959183673	443.16530612244776	0.018449542497217513	441.77047896480553
Adult	Adult	1.1671006944444444	42	48	48	64	2020-08-12	Persistent Low	1	1.0458099010546564	1.3213976499690785	1	1
Adult	School Aged	0.7648809523809523	4	48	7	64	2020-08-12	Persistent Low	0.6553684322371567	0.36651651651651684	1.4144761904761904	0.33753387528867707	1.2056326667786927
Adult	Seniors	0.2986111111111111	2	48	9	64	2020-08-12	Persistent Low	0.25585719598363704	0.00445887445887446	1.241025641025641	0.0036732819342784146	1.181997067205268
School Aged	Adult	0.7648809523809523	4	7	48	64	2020-08-12	Persistent Low	0.6553684322371567	0.36651651651651684	1.4144761904761904	0.33753387528867707	1.2056326667786927
School Aged	School Aged	2.63265306122449	2	7	7	64	2020-08-12	Persistent Low	2.255720584998596	0.0625	11.737499999999972	0.05482056092010579	9.99429675538145
School Aged	Seniors	1.0317460317460319	1	7	9	64	2020-08-12	Persistent Low	0.8840248631992776	0.023333333333333334	2.9333333333333327	0.019867817627658626	2.5423310879771375
Seniors	Adult	0.2986111111111111	2	9	48	64	2020-08-12	Persistent Low	0.25585719598363704	0.00445887445887446	1.241025641025641	0.0036732819342784146	1.181997067205268
Seniors	School Aged	1.0317460317460319	1	9	7	64	2020-08-12	Persistent Low	0.8840248631992776	0.023333333333333334	2.9333333333333327	0.019867817627658626	2.5423310879771375
Seniors	Seniors	4.753086419753086	6	9	9	64	2020-08-12	Persistent Low	4.0725589851659025	1	7.838888888888887	0.9545129070636084	6.72902505847319
Adult	Adult	1.1293587678650545	8376	10993	10993	16294	2020-08-12	Other	1	1.1036438145978318	1.1589810133370513	1	1
Adult	Pre-School	1.4822614390976077	2	10993	2	16294	2020-08-12	Other	1.3124805697481607	1.4380671657332027	1.5607413157232397	1.2883206536980762	1.368906749402524
Adult	School Aged	0.9022189727737527	98	10993	161	16294	2020-08-12	Other	0.7988772022191956	0.8213330588574056	1.0866289465362533	0.7337042466176612	0.942696279978845
Adult	Seniors	0.7261069776630211	2517	10993	5138	16294	2020-08-12	Other	0.6429373891838264	0.6881054035075236	0.7723059655460722	0.5930721972292724	0.6975182209827814
Pre-School	Adult	1.4822614390976077	2	2	10993	16294	2020-08-12	Other	1.3124805697481607	1.4380671657332027	1.5607413157232397	1.2883206536980762	1.368906749402524
Pre-School	Pre-School	0.25	0	2	2	16294	2020-08-12	Other	0.22136455404034386	0.25	1	0.21815738307446497	0.8982240940006515
Pre-School	School Aged	0.003105590062111801	0	2	161	16294	2020-08-12	Other	0.0027498702365260103	0.003971653543307086	0.028307939053728942	0.003501281927916813	0.025104380261533894
Pre-School	Seniors	9.731413001167769e-5	0	2	5138	16294	2020-08-12	Other	8.6167595967436293e-05	1.3385651682944118e-4	3.2217863455608325e-4	1.1665225240205193e-4	2.8326204000404267e-4
School Aged	Adult	0.9022189727737527	98	161	10993	16294	2020-08-12	Other	0.7988772022191956	0.8213330588574056	1.0866289465362533	0.7337042466176612	0.942696279978845
