x	y	RR	N_pairs	N_x	N_y	N_total	date
18-25y	46-65y	0.9767601733103467	95185	346761	845244	3007681	2022-06-19
18-25y	26-45y	1.001264694181411	130078	346761	1126825	3007681	2022-06-19
18-25y	0-5y	0.9873139961327587	8357	346761	73417	3007681	2022-06-19
18-25y	81y+	0.8745498156170093	9469	346761	93912	3007681	2022-06-19
18-25y	6-17y	0.9725003561624505	22925	346761	204466	3007681	2022-06-19
18-25y	18-25y	1.2040660177781544	48137	346761	346761	3007681	2022-06-19
18-25y	65-80y	0.9154411337445713	33463	346761	317056	3007681	2022-06-19
26-45y	46-65y	0.988811979075385	313127	1126825	845244	3007681	2022-06-19
26-45y	26-45y	1.0341502851845275	436581	1126825	1126825	3007681	2022-06-19
26-45y	0-5y	1.0077942828382138	27720	1126825	73417	3007681	2022-06-19
26-45y	81y+	0.8666996174913435	30494	1126825	93912	3007681	2022-06-19
26-45y	6-17y	1.0156781806910355	77804	1126825	204466	3007681	2022-06-19
26-45y	18-25y	1.001264694181411	130078	1126825	346761	3007681	2022-06-19
26-45y	65-80y	0.9390936348588229	111550	1126825	317056	3007681	2022-06-19
46-65y	46-65y	1.0321564586243546	245176	845244	845244	3007681	2022-06-19
46-65y	26-45y	0.988811979075385	313127	845244	1126825	3007681	2022-06-19
46-65y	0-5y	0.9799213811598557	20218	845244	73417	3007681	2022-06-19
46-65y	81y+	0.9351337716135439	24680	845244	93912	3007681	2022-06-19
46-65y	6-17y	1.012499522343757	58179	845244	204466	3007681	2022-06-19
46-65y	18-25y	0.9767601733103467	95185	845244	346761	3007681	2022-06-19
46-65y	65-80y	0.9870960615739836	87952	845244	317056	3007681	2022-06-19
6-17y	46-65y	1.012499522343757	58179	204466	845244	3007681	2022-06-19
6-17y	26-45y	1.0156781806910355	77804	204466	1126825	3007681	2022-06-19
6-17y	0-5y	1.1242277627223436	5611	204466	73417	3007681	2022-06-19
6-17y	81y+	0.8055752340466533	5143	204466	93912	3007681	2022-06-19
6-17y	6-17y	1.3263442836270498	18436	204466	204466	3007681	2022-06-19
6-17y	18-25y	0.9725003561624505	22925	204466	346761	3007681	2022-06-19
6-17y	65-80y	0.9241494870589395	19919	204466	317056	3007681	2022-06-19
65-80y	46-65y	0.9870960615739836	87952	317056	845244	3007681	2022-06-19
65-80y	26-45y	0.9390936348588229	111550	317056	1126825	3007681	2022-06-19
65-80y	0-5y	0.9416890617694256	7288	317056	73417	3007681	2022-06-19
65-80y	81y+	1.2303310791682427	12180	317056	93912	3007681	2022-06-19
65-80y	6-17y	0.9241494870589395	19919	317056	204466	3007681	2022-06-19
65-80y	18-25y	0.9154411337445713	33463	317056	346761	3007681	2022-06-19
65-80y	65-80y	1.1375537655339378	38020	317056	317056	3007681	2022-06-19
81y+	46-65y	0.9351337716135439	24680	93912	845244	3007681	2022-06-19
81y+	26-45y	0.8666996174913435	30494	93912	1126825	3007681	2022-06-19
81y+	0-5y	0.8733294826920646	2002	93912	73417	3007681	2022-06-19
81y+	81y+	3.1528006297340703	9245	93912	93912	3007681	2022-06-19
81y+	6-17y	0.8055752340466533	5143	93912	204466	3007681	2022-06-19
81y+	18-25y	0.8745498156170093	9469	93912	346761	3007681	2022-06-19
81y+	65-80y	1.2303310791682427	12180	93912	317056	3007681	2022-06-19
0-5y	18-25y	1.0050515575323344	7424	65498	292588	2594388	2022-07-17
0-5y	6-17y	1.1228445544206254	4945	65498	174443	2594388	2022-07-17
0-5y	81y+	0.851550153590441	1787	65498	83123	2594388	2022-07-17
0-5y	26-45y	1.0185848208660324	24509	65498	953093	2594388	2022-07-17
0-5y	0-5y	1.1859228660444525	1961	65498	65498	2594388	2022-07-17
0-5y	46-65y	0.9727454589030621	18278	65498	744280	2594388	2022-07-17
0-5y	65-80y	0.9283010568613762	6594	65498	281363	2594388	2022-07-17
18-25y	18-25y	1.1948258882260787	39426	292588	292588	2594388	2022-07-17
18-25y	6-17y	0.9840795857843977	19360	292588	174443	2594388	2022-07-17
18-25y	81y+	0.8738706459010838	8192	292588	83123	2594388	2022-07-17
18-25y	26-45y	1.0044356146205242	107964	292588	953093	2594388	2022-07-17
18-25y	0-5y	1.0050515575323344	7424	292588	65498	2594388	2022-07-17
18-25y	46-65y	0.9787954147119936	82158	292588	744280	2594388	2022-07-17
18-25y	65-80y	0.915687440533305	29056	292588	281363	2594388	2022-07-17
26-45y	18-25y	1.0044356146205242	107964	953093	292588	2594388	2022-07-17
26-45y	6-17y	1.0138155936808735	64970	953093	174443	2594388	2022-07-17
26-45y	81y+	0.8575593496422583	26187	953093	83123	2594388	2022-07-17
26-45y	26-45y	1.0339894915341452	362036	953093	953093	2594388	2022-07-17
26-45y	0-5y	1.0185848208660324	24509	953093	65498	2594388	2022-07-17
26-45y	46-65y	0.9907577851459584	270897	953093	744280	2594388	2022-07-17
26-45y	65-80y	0.9387063173358141	97028	953093	281363	2594388	2022-07-17
46-65y	18-25y	0.9787954147119936	82158	744280	292588	2594388	2022-07-17
46-65y	6-17y	1.0123422480651152	50662	744280	174443	2594388	2022-07-17
46-65y	81y+	0.923326364145317	22018	744280	83123	2594388	2022-07-17
46-65y	26-45y	0.9907577851459584	270897	744280	953093	2594388	2022-07-17
46-65y	0-5y	0.9727454589030621	18278	744280	65498	2594388	2022-07-17
46-65y	46-65y	1.0270625645963072	219298	744280	744280	2594388	2022-07-17
46-65y	65-80y	0.9785098853447819	78983	744280	281363	2594388	2022-07-17
6-17y	18-25y	0.9840795857843977	19360	174443	292588	2594388	2022-07-17
6-17y	6-17y	1.3265069017487727	15559	174443	174443	2594388	2022-07-17
6-17y	81y+	0.7820616277728011	4371	174443	83123	2594388	2022-07-17
6-17y	26-45y	1.0138155936808735	64970	174443	953093	2594388	2022-07-17
6-17y	0-5y	1.1228445544206254	4945	174443	65498	2594388	2022-07-17
6-17y	46-65y	1.0123422480651152	50662	174443	744280	2594388	2022-07-17
6-17y	65-80y	0.9227498982666863	17457	174443	281363	2594388	2022-07-17
65-80y	18-25y	0.915687440533305	29056	281363	292588	2594388	2022-07-17
65-80y	6-17y	0.9227498982666863	17457	281363	174443	2594388	2022-07-17
65-80y	81y+	1.2570521576424991	11332	281363	83123	2594388	2022-07-17
65-80y	26-45y	0.9387063173358141	97028	281363	953093	2594388	2022-07-17
65-80y	0-5y	0.9283010568613762	6594	281363	65498	2594388	2022-07-17
65-80y	46-65y	0.9785098853447819	78983	281363	744280	2594388	2022-07-17
65-80y	65-80y	1.1286297333772533	34439	281363	281363	2594388	2022-07-17
81y+	18-25y	0.8738706459010838	8192	83123	292588	2594388	2022-07-17
81y+	6-17y	0.7820616277728011	4371	83123	174443	2594388	2022-07-17
81y+	81y+	3.1210307205217904	8312	83123	83123	2594388	2022-07-17
81y+	26-45y	0.8575593496422583	26187	83123	953093	2594388	2022-07-17
81y+	0-5y	0.851550153590441	1787	83123	65498	2594388	2022-07-17
81y+	46-65y	0.923326364145317	22018	83123	744280	2594388	2022-07-17
81y+	65-80y	1.2570521576424991	11332	83123	281363	2594388	2022-07-17
0-5y	65-80y	0.9229879751145198	4819	46904	219062	1967959	2022-08-14
0-5y	26-45y	1.0124510925843375	17324	46904	717927	1967959	2022-08-14
0-5y	0-5y	1.270236618262802	1420	46904	46904	1967959	2022-08-14
0-5y	46-65y	0.9725334990705284	13382	46904	577328	1967959	2022-08-14
0-5y	81y+	0.8460144093569192	1315	46904	65216	1967959	2022-08-14
0-5y	18-25y	1.0321571210677143	5394	46904	219266	1967959	2022-08-14
0-5y	6-17y	1.1153709877295641	3250	46904	122256	1967959	2022-08-14
18-25y	65-80y	0.9222596302690247	22510	219266	219062	1967959	2022-08-14
18-25y	26-45y	1.0022006495710856	80166	219266	717927	1967959	2022-08-14
18-25y	0-5y	1.0321571210677143	5394	219266	46904	1967959	2022-08-14
18-25y	46-65y	0.9801364884206583	63047	219266	577328	1967959	2022-08-14
18-25y	81y+	0.8780338779328637	6380	219266	65216	1967959	2022-08-14
18-25y	18-25y	1.186115220847791	28977	219266	219266	1967959	2022-08-14
18-25y	6-17y	0.9913728001235894	13504	219266	122256	1967959	2022-08-14
26-45y	65-80y	0.9331350489217801	74572	717927	219062	1967959	2022-08-14
26-45y	26-45y	1.0337165772256611	270736	717927	717927	1967959	2022-08-14
26-45y	0-5y	1.0124510925843375	17324	717927	46904	1967959	2022-08-14
26-45y	46-65y	0.9878886474601941	208063	717927	577328	1967959	2022-08-14
26-45y	81y+	0.8731338443115305	20773	717927	65216	1967959	2022-08-14
26-45y	18-25y	1.0022006495710856	80166	717927	219266	1967959	2022-08-14
26-45y	6-17y	1.0081624467928996	44964	717927	122256	1967959	2022-08-14
46-65y	65-80y	0.9727087515417996	62511	577328	219062	1967959	2022-08-14
46-65y	26-45y	0.9878886474601941	208063	577328	717927	1967959	2022-08-14
46-65y	0-5y	0.9725334990705284	13382	577328	46904	1967959	2022-08-14
46-65y	46-65y	1.028664611168879	174222	577328	577328	1967959	2022-08-14
46-65y	81y+	0.9293322830101723	17780	577328	65216	1967959	2022-08-14
46-65y	18-25y	0.9801364884206583	63047	577328	219266	1967959	2022-08-14
46-65y	6-17y	1.008350951209176	36165	577328	122256	1967959	2022-08-14
6-17y	65-80y	0.9122010263358639	12414	122256	219062	1967959	2022-08-14
6-17y	26-45y	1.0081624467928996	44964	122256	717927	1967959	2022-08-14
6-17y	0-5y	1.1153709877295641	3250	122256	46904	1967959	2022-08-14
6-17y	46-65y	1.008350951209176	36165	122256	577328	1967959	2022-08-14
6-17y	81y+	0.7866359123627102	3187	122256	65216	1967959	2022-08-14
6-17y	18-25y	0.9913728001235894	13504	122256	219266	1967959	2022-08-14
6-17y	6-17y	1.363407833030224	10355	122256	122256	1967959	2022-08-14
65-80y	65-80y	1.1451836297671893	27925	219062	219062	1967959	2022-08-14
65-80y	26-45y	0.9331350489217801	74572	219062	717927	1967959	2022-08-14
65-80y	0-5y	0.9229879751145198	4819	219062	46904	1967959	2022-08-14
65-80y	46-65y	0.9727087515417996	62511	219062	577328	1967959	2022-08-14
65-80y	81y+	1.2814977877586808	9303	219062	65216	1967959	2022-08-14
65-80y	18-25y	0.9222596302690247	22510	219062	219266	1967959	2022-08-14
65-80y	6-17y	0.9122010263358639	12414	219062	122256	1967959	2022-08-14
81y+	65-80y	1.2814977877586808	9303	65216	219062	1967959	2022-08-14
81y+	26-45y	0.8731338443115305	20773	65216	717927	1967959	2022-08-14
81y+	0-5y	0.8460144093569192	1315	65216	46904	1967959	2022-08-14
81y+	46-65y	0.9293322830101723	17780	65216	577328	1967959	2022-08-14
81y+	81y+	3.141792542704846	6790	65216	65216	1967959	2022-08-14
81y+	18-25y	0.8780338779328637	6380	65216	219266	1967959	2022-08-14
81y+	6-17y	0.7866359123627102	3187	65216	122256	1967959	2022-08-14
0-5y	46-65y	0.9682136357195361	9827	34331	447367	1513215	2022-09-11
0-5y	65-80y	0.9075465011842894	3662	34331	177854	1513215	2022-09-11
0-5y	26-45y	1.0185353491107643	12530	34331	542237	1513215	2022-09-11
0-5y	0-5y	1.3647747999234163	1063	34331	34331	1513215	2022-09-11
0-5y	6-17y	1.1548548782891397	2241	34331	85532	1513215	2022-09-11
0-5y	18-25y	1.0399358117074795	3963	34331	167970	1513215	2022-09-11
0-5y	81y+	0.7951918672234088	1045	34331	57924	1513215	2022-09-11
18-25y	46-65y	0.9813393321631845	48732	167970	447367	1513215	2022-09-11
18-25y	65-80y	0.9014716614211292	17797	167970	177854	1513215	2022-09-11
18-25y	26-45y	1.0044620728358111	60458	167970	542237	1513215	2022-09-11
18-25y	0-5y	1.0399358117074795	3963	167970	34331	1513215	2022-09-11
18-25y	6-17y	1.0164068927161787	9650	167970	85532	1513215	2022-09-11
18-25y	18-25y	1.2063276104598422	22492	167970	167970	1513215	2022-09-11
18-25y	81y+	0.8345666750317469	5366	167970	57924	1513215	2022-09-11
26-45y	46-65y	0.9913167307385284	158915	542237	447367	1513215	2022-09-11
26-45y	65-80y	0.9240998588258996	58894	542237	177854	1513215	2022-09-11
26-45y	26-45y	1.0358093061892968	201260	542237	542237	1513215	2022-09-11
26-45y	0-5y	1.0185353491107643	12530	542237	34331	1513215	2022-09-11
26-45y	6-17y	1.02189109603987	31320	542237	85532	1513215	2022-09-11
26-45y	18-25y	1.0044620728358111	60458	542237	167970	1513215	2022-09-11
26-45y	81y+	0.8471700995922268	17584	542237	57924	1513215	2022-09-11
46-65y	46-65y	1.036537120023854	137092	447367	447367	1513215	2022-09-11
46-65y	65-80y	0.9645731634376088	50718	447367	177854	1513215	2022-09-11
46-65y	26-45y	0.9913167307385284	158915	447367	542237	1513215	2022-09-11
46-65y	0-5y	0.9682136357195361	9827	447367	34331	1513215	2022-09-11
46-65y	6-17y	1.0154750554323473	25678	447367	85532	1513215	2022-09-11
46-65y	18-25y	0.9813393321631845	48732	447367	167970	1513215	2022-09-11
46-65y	81y+	0.9148796994403949	15667	447367	57924	1513215	2022-09-11
6-17y	46-65y	1.0154750554323473	25678	85532	447367	1513215	2022-09-11
6-17y	65-80y	0.891384033378063	8961	85532	177854	1513215	2022-09-11
6-17y	26-45y	1.02189109603987	31320	85532	542237	1513215	2022-09-11
6-17y	0-5y	1.1548548782891397	2241	85532	34331	1513215	2022-09-11
6-17y	6-17y	1.477281397278881	7142	85532	85532	1513215	2022-09-11
6-17y	18-25y	1.0164068927161787	9650	85532	167970	1513215	2022-09-11
6-17y	81y+	0.7336458558761239	2402	85532	57924	1513215	2022-09-11
65-80y	46-65y	0.9645731634376088	50718	177854	447367	1513215	2022-09-11
65-80y	65-80y	1.1461037251569168	23958	177854	177854	1513215	2022-09-11
65-80y	26-45y	0.9240998588258996	58894	177854	542237	1513215	2022-09-11
65-80y	0-5y	0.9075465011842894	3662	177854	34331	1513215	2022-09-11
65-80y	6-17y	0.891384033378063	8961	177854	85532	1513215	2022-09-11
65-80y	18-25y	0.9014716614211292	17797	177854	167970	1513215	2022-09-11
65-80y	81y+	1.2990539555893503	8844	177854	57924	1513215	2022-09-11
81y+	46-65y	0.9148796994403949	15667	57924	447367	1513215	2022-09-11
81y+	65-80y	1.2990539555893503	8844	57924	177854	1513215	2022-09-11
81y+	26-45y	0.8471700995922268	17584	57924	542237	1513215	2022-09-11
81y+	0-5y	0.7951918672234088	1045	57924	34331	1513215	2022-09-11
81y+	6-17y	0.7336458558761239	2402	57924	85532	1513215	2022-09-11
81y+	18-25y	0.8345666750317469	5366	57924	167970	1513215	2022-09-11
81y+	81y+	3.3311397378912377	7386	57924	57924	1513215	2022-09-11
0-5y	6-17y	1.2141928351194444	1679	24762	65942	1180823	2022-10-09
0-5y	18-25y	1.038340739934461	2759	24762	126710	1180823	2022-10-09
0-5y	65-80y	0.8911889851990393	2688	24762	143833	1180823	2022-10-09
0-5y	26-45y	1.022340571297656	8883	24762	414346	1180823	2022-10-09
0-5y	0-5y	1.5964962258486104	829	24762	24762	1180823	2022-10-09
0-5y	81y+	0.7516792309014215	815	24762	51704	1180823	2022-10-09
0-5y	46-65y	0.9589285286800032	7109	24762	353526	1180823	2022-10-09
18-25y	6-17y	1.0219041418224146	7231	126710	65942	1180823	2022-10-09
18-25y	18-25y	1.242938746227202	16900	126710	126710	1180823	2022-10-09
18-25y	65-80y	0.9099262517178506	14044	126710	143833	1180823	2022-10-09
18-25y	26-45y	1.0067467704104578	44762	126710	414346	1180823	2022-10-09
18-25y	0-5y	1.038340739934461	2759	126710	24762	1180823	2022-10-09
18-25y	81y+	0.8121588055563896	4506	126710	51704	1180823	2022-10-09
18-25y	46-65y	0.9685350597207771	36742	126710	353526	1180823	2022-10-09
26-45y	6-17y	1.022525808497977	23660	414346	65942	1180823	2022-10-09
26-45y	18-25y	1.0067467704104578	44762	414346	126710	1180823	2022-10-09
26-45y	65-80y	0.9315952508573511	47018	414346	143833	1180823	2022-10-09
26-45y	26-45y	1.0483290254754603	152419	414346	414346	1180823	2022-10-09
26-45y	0-5y	1.022340571297656	8883	414346	24762	1180823	2022-10-09
26-45y	81y+	0.8248485805689274	14965	414346	51704	1180823	2022-10-09
26-45y	46-65y	0.9855394842412412	122257	414346	353526	1180823	2022-10-09
46-65y	6-17y	1.0114301542387534	19968	353526	65942	1180823	2022-10-09
46-65y	18-25y	0.9685350597207771	36742	353526	126710	1180823	2022-10-09
46-65y	65-80y	0.9767756498945145	42062	353526	143833	1180823	2022-10-09
46-65y	26-45y	0.9855394842412412	122257	353526	414346	1180823	2022-10-09
46-65y	0-5y	0.9589285286800032	7109	353526	24762	1180823	2022-10-09
46-65y	81y+	0.9103574191486261	14092	353526	51704	1180823	2022-10-09
46-65y	46-65y	1.032095300976743	109239	353526	353526	1180823	2022-10-09
6-17y	6-17y	1.582361077903987	5827	65942	65942	1180823	2022-10-09
6-17y	18-25y	1.0219041418224146	7231	65942	126710	1180823	2022-10-09
6-17y	65-80y	0.8880478638133323	7133	65942	143833	1180823	2022-10-09
6-17y	26-45y	1.022525808497977	23660	65942	414346	1180823	2022-10-09
6-17y	0-5y	1.2141928351194444	1679	65942	24762	1180823	2022-10-09
6-17y	81y+	0.7321558367655393	2114	65942	51704	1180823	2022-10-09
6-17y	46-65y	1.0114301542387534	19968	65942	353526	1180823	2022-10-09
65-80y	6-17y	0.8880478638133323	7133	143833	65942	1180823	2022-10-09
65-80y	18-25y	0.9099262517178506	14044	143833	126710	1180823	2022-10-09
65-80y	65-80y	1.176374814146605	20610	143833	143833	1180823	2022-10-09
65-80y	26-45y	0.9315952508573511	47018	143833	414346	1180823	2022-10-09
65-80y	0-5y	0.8911889851990393	2688	143833	24762	1180823	2022-10-09
65-80y	81y+	1.3050318243201224	8219	143833	51704	1180823	2022-10-09
65-80y	46-65y	0.9767756498945145	42062	143833	353526	1180823	2022-10-09
81y+	6-17y	0.7321558367655393	2114	51704	65942	1180823	2022-10-09
81y+	18-25y	0.8121588055563896	4506	51704	126710	1180823	2022-10-09
81y+	65-80y	1.3050318243201224	8219	51704	143833	1180823	2022-10-09
81y+	26-45y	0.8248485805689274	14965	51704	414346	1180823	2022-10-09
81y+	0-5y	0.7516792309014215	815	51704	24762	1180823	2022-10-09
81y+	81y+	3.3393221134968907	7560	51704	51704	1180823	2022-10-09
81y+	46-65y	0.9103574191486261	14092	51704	353526	1180823	2022-10-09
0-5y	26-45y	1.0273479737454638	5255	15025	292964	860545	2022-11-06
0-5y	0-5y	1.8259132438725252	479	15025	15025	860545	2022-11-06
0-5y	46-65y	0.9508011406747189	4339	15025	261372	860545	2022-11-06
0-5y	18-25y	1.016981135507527	1595	15025	89827	860545	2022-11-06
0-5y	6-17y	1.2851879944909077	1064	15025	47417	860545	2022-11-06
0-5y	65-80y	0.9140912078172648	1758	15025	110151	860545	2022-11-06
0-5y	81y+	0.6997579809910549	535	15025	43789	860545	2022-11-06
18-25y	26-45y	1.023259428359966	31292	89827	292964	860545	2022-11-06
18-25y	0-5y	1.016981135507527	1595	89827	15025	860545	2022-11-06
18-25y	46-65y	0.9552829643351698	26063	89827	261372	860545	2022-11-06
18-25y	18-25y	1.2847027487317209	12046	89827	89827	860545	2022-11-06
18-25y	6-17y	1.0312008977942586	5104	89827	47417	860545	2022-11-06
18-25y	65-80y	0.9065935993055371	10424	89827	110151	860545	2022-11-06
18-25y	81y+	0.7460295700263755	3410	89827	43789	860545	2022-11-06
26-45y	26-45y	1.0679721345275788	106516	292964	292964	860545	2022-11-06
26-45y	0-5y	1.0273479737454638	5255	292964	15025	860545	2022-11-06
26-45y	46-65y	0.9844630408256876	87599	292964	261372	860545	2022-11-06
26-45y	18-25y	1.023259428359966	31292	292964	89827	860545	2022-11-06
26-45y	6-17y	1.0244912255743268	16538	292964	47417	860545	2022-11-06
26-45y	65-80y	0.9312312819869987	34921	292964	110151	860545	2022-11-06
26-45y	81y+	0.7816184053720149	11652	292964	43789	860545	2022-11-06
46-65y	26-45y	0.9844630408256876	87599	261372	292964	860545	2022-11-06
46-65y	0-5y	0.9508011406747189	4339	261372	15025	860545	2022-11-06
46-65y	46-65y	1.034954315937756	82161	261372	261372	860545	2022-11-06
46-65y	18-25y	0.9552829643351698	26063	261372	89827	860545	2022-11-06
46-65y	6-17y	1.0029237847910828	14444	261372	47417	860545	2022-11-06
46-65y	65-80y	0.9754605211878808	32635	261372	110151	860545	2022-11-06
46-65y	81y+	0.866242871559862	11521	261372	43789	860545	2022-11-06
6-17y	26-45y	1.0244912255743268	16538	47417	292964	860545	2022-11-06
6-17y	0-5y	1.2851879944909077	1064	47417	15025	860545	2022-11-06
6-17y	46-65y	1.0029237847910828	14444	47417	261372	860545	2022-11-06
6-17y	18-25y	1.0312008977942586	5104	47417	89827	860545	2022-11-06
6-17y	6-17y	1.7483627064686185	4568	47417	47417	860545	2022-11-06
6-17y	65-80y	0.8720732438409156	5293	47417	110151	860545	2022-11-06
6-17y	81y+	0.669340358167497	1615	47417	43789	860545	2022-11-06
65-80y	26-45y	0.9312312819869987	34921	110151	292964	860545	2022-11-06
65-80y	0-5y	0.9140912078172648	1758	110151	15025	860545	2022-11-06
65-80y	46-65y	0.9754605211878808	32635	110151	261372	860545	2022-11-06
65-80y	18-25y	0.9065935993055371	10424	110151	89827	860545	2022-11-06
65-80y	6-17y	0.8720732438409156	5293	110151	47417	860545	2022-11-06
65-80y	65-80y	1.1906816419934594	16788	110151	110151	860545	2022-11-06
65-80y	81y+	1.2686761998386218	7111	110151	43789	860545	2022-11-06
81y+	26-45y	0.7816184053720149	11652	43789	292964	860545	2022-11-06
81y+	0-5y	0.6997579809910549	535	43789	15025	860545	2022-11-06
81y+	46-65y	0.866242871559862	11521	43789	261372	860545	2022-11-06
81y+	18-25y	0.7460295700263755	3410	43789	89827	860545	2022-11-06
81y+	6-17y	0.669340358167497	1615	43789	47417	860545	2022-11-06
81y+	65-80y	1.2686761998386218	7111	43789	110151	860545	2022-11-06
81y+	81y+	3.2815551961587746	7312	43789	43789	860545	2022-11-06
0-5y	46-65y	0.9392544638522037	2974	10183	211541	680319	2022-12-04
0-5y	81y+	0.729756428410195	409	10183	37444	680319	2022-12-04
0-5y	18-25y	1.0164918268133214	1045	10183	68683	680319	2022-12-04
0-5y	6-17y	1.3494564758605072	663	10183	32824	680319	2022-12-04
0-5y	65-80y	0.9042885734495482	1205	10183	89026	680319	2022-12-04
0-5y	26-45y	1.0391423189150246	3587	10183	230618	680319	2022-12-04
0-5y	0-5y	1.9682595596720638	300	10183	10183	680319	2022-12-04
18-25y	46-65y	0.9562871676957999	20423	68683	211541	680319	2022-12-04
18-25y	81y+	0.744927072400202	2816	68683	37444	680319	2022-12-04
18-25y	18-25y	1.2187712166652906	8451	68683	68683	680319	2022-12-04
18-25y	6-17y	1.0441140473559736	3460	68683	32824	680319	2022-12-04
18-25y	65-80y	0.9054493653307838	8138	68683	89026	680319	2022-12-04
18-25y	26-45y	1.0499296101417754	24445	68683	230618	680319	2022-12-04
18-25y	0-5y	1.0164918268133214	1045	68683	10183	680319	2022-12-04
26-45y	46-65y	0.9743513448140081	69870	230618	211541	680319	2022-12-04
26-45y	81y+	0.7683788220384218	9753	230618	37444	680319	2022-12-04
26-45y	18-25y	1.0499296101417754	24445	230618	68683	680319	2022-12-04
26-45y	6-17y	1.0432425552531046	11608	230618	32824	680319	2022-12-04
26-45y	65-80y	0.9296026020647912	28054	230618	89026	680319	2022-12-04
26-45y	26-45y	1.0825436238416504	84629	230618	230618	680319	2022-12-04
26-45y	0-5y	1.0391423189150246	3587	230618	10183	680319	2022-12-04
46-65y	46-65y	1.0257327079319654	67470	211541	211541	680319	2022-12-04
46-65y	81y+	0.8674754330369349	10100	211541	37444	680319	2022-12-04
46-65y	18-25y	0.9562871676957999	20423	211541	68683	680319	2022-12-04
46-65y	6-17y	1.010050488084015	10309	211541	32824	680319	2022-12-04
46-65y	65-80y	0.9744930349778972	26976	211541	89026	680319	2022-12-04
46-65y	26-45y	0.9743513448140081	69870	211541	230618	680319	2022-12-04
46-65y	0-5y	0.9392544638522037	2974	211541	10183	680319	2022-12-04
6-17y	46-65y	1.010050488084015	10309	32824	211541	680319	2022-12-04
6-17y	81y+	0.6686606935102866	1208	32824	37444	680319	2022-12-04
6-17y	18-25y	1.0441140473559736	3460	32824	68683	680319	2022-12-04
6-17y	6-17y	2.0502738900113453	3247	32824	32824	680319	2022-12-04
6-17y	65-80y	0.8756036617563229	3761	32824	89026	680319	2022-12-04
6-17y	26-45y	1.0432425552531046	11608	32824	230618	680319	2022-12-04
6-17y	0-5y	1.3494564758605072	663	32824	10183	680319	2022-12-04
65-80y	46-65y	0.9744930349778972	26976	89026	211541	680319	2022-12-04
65-80y	81y+	1.3373764486600113	6553	89026	37444	680319	2022-12-04
65-80y	18-25y	0.9054493653307838	8138	89026	68683	680319	2022-12-04
65-80y	6-17y	0.8756036617563229	3761	89026	32824	680319	2022-12-04
65-80y	65-80y	1.221129388045532	14226	89026	89026	680319	2022-12-04
65-80y	26-45y	0.9296026020647912	28054	89026	230618	680319	2022-12-04
65-80y	0-5y	0.9042885734495482	1205	89026	10183	680319	2022-12-04
81y+	46-65y	0.8674754330369349	10100	37444	211541	680319	2022-12-04
81y+	81y+	3.5203475669127564	7255	37444	37444	680319	2022-12-04
81y+	18-25y	0.744927072400202	2816	37444	68683	680319	2022-12-04
81y+	6-17y	0.6686606935102866	1208	37444	32824	680319	2022-12-04
81y+	65-80y	1.3373764486600113	6553	37444	89026	680319	2022-12-04
81y+	26-45y	0.7683788220384218	9753	37444	230618	680319	2022-12-04
81y+	0-5y	0.729756428410195	409	37444	10183	680319	2022-12-04
0-5y	18-25y	1.0125239289730676	786	7827	56510	569775	2023-01-01
0-5y	6-17y	1.289757139442636	446	7827	25173	569775	2023-01-01
0-5y	26-45y	1.0331062234092978	2726	7827	192083	569775	2023-01-01
0-5y	0-5y	2.362361965454924	254	7827	7827	569775	2023-01-01
0-5y	46-65y	0.9349193493014547	2293	7827	178541	569775	2023-01-01
0-5y	65-80y	0.9323324074738452	968	7827	75581	569775	2023-01-01
0-5y	81y+	0.7566005915803592	354	7827	34060	569775	2023-01-01
18-25y	18-25y	1.1877672113006528	6657	56510	56510	569775	2023-01-01
18-25y	6-17y	0.9913301394800994	2475	56510	25173	569775	2023-01-01
18-25y	26-45y	1.061326051858372	20219	56510	192083	569775	2023-01-01
18-25y	0-5y	1.0125239289730676	786	56510	7827	569775	2023-01-01
18-25y	46-65y	0.9623547540626918	17041	56510	178541	569775	2023-01-01
18-25y	65-80y	0.9172787168786734	6876	56510	75581	569775	2023-01-01
18-25y	81y+	0.7409591898211625	2503	56510	34060	569775	2023-01-01
26-45y	18-25y	1.061326051858372	20219	192083	56510	569775	2023-01-01
26-45y	6-17y	0.9988992043718412	8477	192083	25173	569775	2023-01-01
26-45y	26-45y	1.0913259336398295	70669	192083	192083	569775	2023-01-01
26-45y	0-5y	1.0331062234092978	2726	192083	7827	569775	2023-01-01
26-45y	46-65y	0.9726053041370956	58541	192083	178541	569775	2023-01-01
26-45y	65-80y	0.9427028698015895	24020	192083	75581	569775	2023-01-01
26-45y	81y+	0.744970477093222	8554	192083	34060	569775	2023-01-01
46-65y	18-25y	0.9623547540626918	17041	178541	56510	569775	2023-01-01
46-65y	6-17y	0.9582852345839358	7559	178541	25173	569775	2023-01-01
46-65y	26-45y	0.9726053041370956	58541	178541	192083	569775	2023-01-01
46-65y	0-5y	0.9349193493014547	2293	178541	7827	569775	2023-01-01
46-65y	46-65y	1.020976304390665	57120	178541	178541	569775	2023-01-01
46-65y	65-80y	0.9865488134602118	23365	178541	75581	569775	2023-01-01
46-65y	81y+	0.8514150278500469	9087	178541	34060	569775	2023-01-01
6-17y	18-25y	0.9913301394800994	2475	25173	56510	569775	2023-01-01
